row	col	chr	corr_val
H3K36me3	C002_S4_3f	chr1	-0.570380883939244
H3K36me3	C002_S4_3f	chr2	-0.620221606286093
H3K36me3	C002_S4_3f	chr3	-0.629305778421136
H3K36me3	C002_S4_3f	chr4	-0.669590548061885
H3K36me3	C002_S4_3f	chr5	-0.653135766472982
H3K36me3	C002_S4_3f	chr6	-0.588121804266125
H3K36me3	C002_S4_3f	chr7	-0.562632811784714
H3K36me3	C002_S4_3f	chrX	-0.652957130536705
H3K36me3	C002_S4_3f	chr8	-0.578859261392949
H3K36me3	C002_S4_3f	chr9	-0.572459393599588
H3K36me3	C002_S4_3f	chr11	-0.688668346556564
H3K36me3	C002_S4_3f	chr10	-0.608287453135159
H3K36me3	C002_S4_3f	chr12	-0.587573347848555
H3K36me3	C002_S4_3f	chr13	-0.741588988375621
H3K36me3	C002_S4_3f	chr14	-0.676313006578646
H3K36me3	C002_S4_3f	chr15	-0.467399128379012
H3K36me3	C002_S4_3f	chr16	-0.604409356672856
H3K36me3	C002_S4_3f	chr17	-0.550230511528533
H3K36me3	C002_S4_3f	chr18	-0.656923053091254
H3K36me3	C002_S4_3f	chr20	-0.611340727501493
H3K36me3	C002_S4_3f	chr19	-0.379327168693775
H3K36me3	C002_S4_3f	chrY	-0.738396170556651
H3K36me3	C002_S4_3f	chr22	-0.225853511069554
H3K36me3	C002_S4_3f	chr21	-0.67714681017267
H3K36me3	C004_S2_3f	chr1	-0.637955289552827
H3K36me3	C004_S2_3f	chr2	-0.711811699643259
H3K36me3	C004_S2_3f	chr3	-0.721780049235774
H3K36me3	C004_S2_3f	chr4	-0.75154068006824
H3K36me3	C004_S2_3f	chr5	-0.723754074099302
H3K36me3	C004_S2_3f	chr6	-0.678496958779473
H3K36me3	C004_S2_3f	chr7	-0.658667985427442
H3K36me3	C004_S2_3f	chrX	-0.671361192621899
H3K36me3	C004_S2_3f	chr8	-0.695519497416105
H3K36me3	C004_S2_3f	chr9	-0.626686793205181
H3K36me3	C004_S2_3f	chr11	-0.747318702059655
H3K36me3	C004_S2_3f	chr10	-0.659012840055873
H3K36me3	C004_S2_3f	chr12	-0.702848217250394
H3K36me3	C004_S2_3f	chr13	-0.791644623208276
H3K36me3	C004_S2_3f	chr14	-0.715793773217619
H3K36me3	C004_S2_3f	chr15	-0.484255922546195
H3K36me3	C004_S2_3f	chr16	-0.631666036628849
H3K36me3	C004_S2_3f	chr17	-0.555541744163116
H3K36me3	C004_S2_3f	chr18	-0.73164836984637
H3K36me3	C004_S2_3f	chr20	-0.69162068916015
H3K36me3	C004_S2_3f	chr19	-0.454807523484648
H3K36me3	C004_S2_3f	chrY	-0.727545541749571
H3K36me3	C004_S2_3f	chr22	-0.227921231941844
H3K36me3	C004_S2_3f	chr21	-0.689355463956801
H3K36me3	C004_S3_3f	chr1	-0.596399305449853
H3K36me3	C004_S3_3f	chr2	-0.665242720617689
H3K36me3	C004_S3_3f	chr3	-0.67900529238606
H3K36me3	C004_S3_3f	chr4	-0.72107523426485
H3K36me3	C004_S3_3f	chr5	-0.680275937223362
H3K36me3	C004_S3_3f	chr6	-0.62482634573546
H3K36me3	C004_S3_3f	chr7	-0.610496346142907
H3K36me3	C004_S3_3f	chrX	-0.655391052362744
H3K36me3	C004_S3_3f	chr8	-0.647806974348795
H3K36me3	C004_S3_3f	chr9	-0.593473023378786
H3K36me3	C004_S3_3f	chr11	-0.712058698706904
H3K36me3	C004_S3_3f	chr10	-0.626046889161048
H3K36me3	C004_S3_3f	chr12	-0.655176004073015
H3K36me3	C004_S3_3f	chr13	-0.776517397897599
H3K36me3	C004_S3_3f	chr14	-0.697312517367034
H3K36me3	C004_S3_3f	chr15	-0.461760961806717
H3K36me3	C004_S3_3f	chr16	-0.619719500653673
H3K36me3	C004_S3_3f	chr17	-0.528201211318163
H3K36me3	C004_S3_3f	chr18	-0.719029566005041
H3K36me3	C004_S3_3f	chr20	-0.658385706772657
H3K36me3	C004_S3_3f	chr19	-0.431509898054837
H3K36me3	C004_S3_3f	chrY	-0.740996558722552
H3K36me3	C004_S3_3f	chr22	-0.218363714916709
H3K36me3	C004_S3_3f	chr21	-0.683902480512063
H3K36me3	C004_S4_3f	chr1	-0.529828217948171
H3K36me3	C004_S4_3f	chr2	-0.620569028338628
H3K36me3	C004_S4_3f	chr3	-0.625491194805059
H3K36me3	C004_S4_3f	chr4	-0.695027561863972
H3K36me3	C004_S4_3f	chr5	-0.655333997398705
H3K36me3	C004_S4_3f	chr6	-0.581258144218001
H3K36me3	C004_S4_3f	chr7	-0.590270598550817
H3K36me3	C004_S4_3f	chrX	-0.655202266821062
H3K36me3	C004_S4_3f	chr8	-0.628324270922173
H3K36me3	C004_S4_3f	chr9	-0.560847177642095
H3K36me3	C004_S4_3f	chr11	-0.684852052636761
H3K36me3	C004_S4_3f	chr10	-0.599119757319714
H3K36me3	C004_S4_3f	chr12	-0.607473103176714
H3K36me3	C004_S4_3f	chr13	-0.76524787042279
H3K36me3	C004_S4_3f	chr14	-0.670030202515263
H3K36me3	C004_S4_3f	chr15	-0.41839269183789
H3K36me3	C004_S4_3f	chr16	-0.602833521681877
H3K36me3	C004_S4_3f	chr17	-0.474026402338934
H3K36me3	C004_S4_3f	chr18	-0.703422142774922
H3K36me3	C004_S4_3f	chr20	-0.62263518504239
H3K36me3	C004_S4_3f	chr19	-0.37606357969689
H3K36me3	C004_S4_3f	chrY	-0.757775987416784
H3K36me3	C004_S4_3f	chr22	-0.208345338669677
H3K36me3	C004_S4_3f	chr21	-0.692125201442341
H3K36me3	C002_S2_4f10K	chr1	0.222373258432909
H3K36me3	C002_S2_4f10K	chr2	0.236585378854081
H3K36me3	C002_S2_4f10K	chr3	0.278078427649472
H3K36me3	C002_S2_4f10K	chr4	0.11230569943816
H3K36me3	C002_S2_4f10K	chr5	0.182606445603797
H3K36me3	C002_S2_4f10K	chr6	0.215841156004315
H3K36me3	C002_S2_4f10K	chr7	0.290156750830143
H3K36me3	C002_S2_4f10K	chrX	-0.0207725513751567
H3K36me3	C002_S2_4f10K	chr8	0.263892597855326
H3K36me3	C002_S2_4f10K	chr9	0.132335118838325
H3K36me3	C002_S2_4f10K	chr11	0.402816786228094
H3K36me3	C002_S2_4f10K	chr10	0.274750275321926
H3K36me3	C002_S2_4f10K	chr12	0.38543190350729
H3K36me3	C002_S2_4f10K	chr13	-0.0895997640558329
H3K36me3	C002_S2_4f10K	chr14	0.0955820951517714
H3K36me3	C002_S2_4f10K	chr15	0.0487493400101566
H3K36me3	C002_S2_4f10K	chr16	0.307272066111014
H3K36me3	C002_S2_4f10K	chr17	0.436856774716739
H3K36me3	C002_S2_4f10K	chr18	0.122613048899756
H3K36me3	C002_S2_4f10K	chr20	0.431989483633349
H3K36me3	C002_S2_4f10K	chr19	0.507425011774058
H3K36me3	C002_S2_4f10K	chrY	-0.712159878786445
H3K36me3	C002_S2_4f10K	chr22	0.306806228725083
H3K36me3	C002_S2_4f10K	chr21	-0.0374737670924111
H3K36me3	C002_S3_4f10K	chr1	-0.160252158569995
H3K36me3	C002_S3_4f10K	chr2	-0.277351641342187
H3K36me3	C002_S3_4f10K	chr3	-0.226288271480595
H3K36me3	C002_S3_4f10K	chr4	-0.406747095584471
H3K36me3	C002_S3_4f10K	chr5	-0.322709124826251
H3K36me3	C002_S3_4f10K	chr6	-0.232920654330333
H3K36me3	C002_S3_4f10K	chr7	-0.161248794929919
H3K36me3	C002_S3_4f10K	chrX	-0.396880730147335
H3K36me3	C002_S3_4f10K	chr8	-0.185041398166963
H3K36me3	C002_S3_4f10K	chr9	-0.230504248757201
H3K36me3	C002_S3_4f10K	chr11	-0.179859820734455
H3K36me3	C002_S3_4f10K	chr10	-0.246904368358387
H3K36me3	C002_S3_4f10K	chr12	0.0222910999870621
H3K36me3	C002_S3_4f10K	chr13	-0.536816668591353
H3K36me3	C002_S3_4f10K	chr14	-0.339203276922868
H3K36me3	C002_S3_4f10K	chr15	-0.144399570744482
H3K36me3	C002_S3_4f10K	chr16	-0.0978077428908296
H3K36me3	C002_S3_4f10K	chr17	0.2327801862972
H3K36me3	C002_S3_4f10K	chr18	-0.363600666682836
H3K36me3	C002_S3_4f10K	chr20	0.0284980537399692
H3K36me3	C002_S3_4f10K	chr19	0.28401373356251
H3K36me3	C002_S3_4f10K	chrY	-0.729209791446888
H3K36me3	C002_S3_4f10K	chr22	0.145818140777425
H3K36me3	C002_S3_4f10K	chr21	-0.458691744361973
H3K36me3	C002_S4_4f10K	chr1	0.125125276628609
H3K36me3	C002_S4_4f10K	chr2	0.0256023494650967
H3K36me3	C002_S4_4f10K	chr3	0.121281235146528
H3K36me3	C002_S4_4f10K	chr4	-0.0316472085406354
H3K36me3	C002_S4_4f10K	chr5	-0.0855165633746813
H3K36me3	C002_S4_4f10K	chr6	-0.0188844723545974
H3K36me3	C002_S4_4f10K	chr7	0.0808488744167779
H3K36me3	C002_S4_4f10K	chrX	-0.158886521348682
H3K36me3	C002_S4_4f10K	chr8	0.110052554689085
H3K36me3	C002_S4_4f10K	chr9	-0.0233422785157661
H3K36me3	C002_S4_4f10K	chr11	0.10295674209702
H3K36me3	C002_S4_4f10K	chr10	0.0853793727534697
H3K36me3	C002_S4_4f10K	chr12	0.231565541769637
H3K36me3	C002_S4_4f10K	chr13	-0.348443763171381
H3K36me3	C002_S4_4f10K	chr14	-0.135343193518219
H3K36me3	C002_S4_4f10K	chr15	-0.021439010887641
H3K36me3	C002_S4_4f10K	chr16	0.0991753760072401
H3K36me3	C002_S4_4f10K	chr17	0.359618079572334
H3K36me3	C002_S4_4f10K	chr18	-0.0634546855279438
H3K36me3	C002_S4_4f10K	chr20	0.269065508712804
H3K36me3	C002_S4_4f10K	chr19	0.350287473624988
H3K36me3	C002_S4_4f10K	chrY	-0.711277684583974
H3K36me3	C002_S4_4f10K	chr22	0.239288930327729
H3K36me3	C002_S4_4f10K	chr21	-0.27866208092574
H3K36me3	C004-rep1_S2L_4f10K	chr1	-0.00707948431469196
H3K36me3	C004-rep1_S2L_4f10K	chr2	-0.128854611286569
H3K36me3	C004-rep1_S2L_4f10K	chr3	-0.072216433165975
H3K36me3	C004-rep1_S2L_4f10K	chr4	-0.309454593903821
H3K36me3	C004-rep1_S2L_4f10K	chr5	-0.19359740646423
H3K36me3	C004-rep1_S2L_4f10K	chr6	-0.115308833246518
H3K36me3	C004-rep1_S2L_4f10K	chr7	-3.10439771964951e-05
H3K36me3	C004-rep1_S2L_4f10K	chrX	-0.360937716048254
H3K36me3	C004-rep1_S2L_4f10K	chr8	-0.0636708613061176
H3K36me3	C004-rep1_S2L_4f10K	chr9	-0.156154587254339
H3K36me3	C004-rep1_S2L_4f10K	chr11	-0.0418950449684163
H3K36me3	C004-rep1_S2L_4f10K	chr10	-0.0996926151794267
H3K36me3	C004-rep1_S2L_4f10K	chr12	0.139886789823344
H3K36me3	C004-rep1_S2L_4f10K	chr13	-0.507606655812758
H3K36me3	C004-rep1_S2L_4f10K	chr14	-0.244673033608155
H3K36me3	C004-rep1_S2L_4f10K	chr15	-0.136365726715928
H3K36me3	C004-rep1_S2L_4f10K	chr16	-0.136225105348931
H3K36me3	C004-rep1_S2L_4f10K	chr17	0.177335672310657
H3K36me3	C004-rep1_S2L_4f10K	chr18	-0.239973758308936
H3K36me3	C004-rep1_S2L_4f10K	chr20	0.030424218594179
H3K36me3	C004-rep1_S2L_4f10K	chr19	0.193517995169243
H3K36me3	C004-rep1_S2L_4f10K	chrY	-0.719524299667479
H3K36me3	C004-rep1_S2L_4f10K	chr22	0.169305187223565
H3K36me3	C004-rep1_S2L_4f10K	chr21	-0.295926616352499
H3K36me3	C004-rep1_S2S_4f10K	chr1	0.146382176675843
H3K36me3	C004-rep1_S2S_4f10K	chr2	0.107206886343248
H3K36me3	C004-rep1_S2S_4f10K	chr3	0.160999821388833
H3K36me3	C004-rep1_S2S_4f10K	chr4	-0.0767233824492272
H3K36me3	C004-rep1_S2S_4f10K	chr5	0.0625730982983372
H3K36me3	C004-rep1_S2S_4f10K	chr6	0.130312185544534
H3K36me3	C004-rep1_S2S_4f10K	chr7	0.181659092692895
H3K36me3	C004-rep1_S2S_4f10K	chrX	-0.201756977388957
H3K36me3	C004-rep1_S2S_4f10K	chr8	0.141962825106241
H3K36me3	C004-rep1_S2S_4f10K	chr9	0.0555625255190312
H3K36me3	C004-rep1_S2S_4f10K	chr11	0.241831782569041
H3K36me3	C004-rep1_S2S_4f10K	chr10	0.1397247563246
H3K36me3	C004-rep1_S2S_4f10K	chr12	0.310073870399522
H3K36me3	C004-rep1_S2S_4f10K	chr13	-0.266961108695768
H3K36me3	C004-rep1_S2S_4f10K	chr14	-0.0285689028549752
H3K36me3	C004-rep1_S2S_4f10K	chr15	-0.0325740744621931
H3K36me3	C004-rep1_S2S_4f10K	chr16	0.0433831571403954
H3K36me3	C004-rep1_S2S_4f10K	chr17	0.286412709504681
H3K36me3	C004-rep1_S2S_4f10K	chr18	-0.0220572629705324
H3K36me3	C004-rep1_S2S_4f10K	chr20	0.219433979985563
H3K36me3	C004-rep1_S2S_4f10K	chr19	0.284295157864736
H3K36me3	C004-rep1_S2S_4f10K	chrY	-0.71687954612943
H3K36me3	C004-rep1_S2S_4f10K	chr22	0.230881704310898
H3K36me3	C004-rep1_S2S_4f10K	chr21	-0.0695799287586054
H3K36me3	C004-rep1_S3_4f10K	chr1	-0.323877759454825
H3K36me3	C004-rep1_S3_4f10K	chr2	-0.417734596569644
H3K36me3	C004-rep1_S3_4f10K	chr3	-0.407348773230478
H3K36me3	C004-rep1_S3_4f10K	chr4	-0.556779838952712
H3K36me3	C004-rep1_S3_4f10K	chr5	-0.478123841200493
H3K36me3	C004-rep1_S3_4f10K	chr6	-0.376451069188485
H3K36me3	C004-rep1_S3_4f10K	chr7	-0.408613504593384
H3K36me3	C004-rep1_S3_4f10K	chrX	-0.528267977433845
H3K36me3	C004-rep1_S3_4f10K	chr8	-0.428746303247153
H3K36me3	C004-rep1_S3_4f10K	chr9	-0.414855944076956
H3K36me3	C004-rep1_S3_4f10K	chr11	-0.45030814038721
H3K36me3	C004-rep1_S3_4f10K	chr10	-0.385500530377227
H3K36me3	C004-rep1_S3_4f10K	chr12	-0.331351140547779
H3K36me3	C004-rep1_S3_4f10K	chr13	-0.670448166256817
H3K36me3	C004-rep1_S3_4f10K	chr14	-0.506519793719019
H3K36me3	C004-rep1_S3_4f10K	chr15	-0.251339988364903
H3K36me3	C004-rep1_S3_4f10K	chr16	-0.446145616817723
H3K36me3	C004-rep1_S3_4f10K	chr17	-0.156998190406169
H3K36me3	C004-rep1_S3_4f10K	chr18	-0.528745938701496
H3K36me3	C004-rep1_S3_4f10K	chr20	-0.364093596352061
H3K36me3	C004-rep1_S3_4f10K	chr19	-0.0568819003201726
H3K36me3	C004-rep1_S3_4f10K	chrY	-0.734701603749681
H3K36me3	C004-rep1_S3_4f10K	chr22	0.0112105274447061
H3K36me3	C004-rep1_S3_4f10K	chr21	-0.570272841626368
H3K36me3	C004-rep1_S4_4f10K	chr1	0.0392537241384964
H3K36me3	C004-rep1_S4_4f10K	chr2	-0.0862710734488416
H3K36me3	C004-rep1_S4_4f10K	chr3	-0.0126887094662804
H3K36me3	C004-rep1_S4_4f10K	chr4	-0.340965445051108
H3K36me3	C004-rep1_S4_4f10K	chr5	-0.172202922223113
H3K36me3	C004-rep1_S4_4f10K	chr6	-0.0884456232830819
H3K36me3	C004-rep1_S4_4f10K	chr7	-0.0968277377046702
H3K36me3	C004-rep1_S4_4f10K	chrX	-0.320385951719175
H3K36me3	C004-rep1_S4_4f10K	chr8	-0.094285375338028
H3K36me3	C004-rep1_S4_4f10K	chr9	-0.142185121703263
H3K36me3	C004-rep1_S4_4f10K	chr11	-0.0479161941303548
H3K36me3	C004-rep1_S4_4f10K	chr10	-0.0946406776364272
H3K36me3	C004-rep1_S4_4f10K	chr12	0.138395913548218
H3K36me3	C004-rep1_S4_4f10K	chr13	-0.538725869339483
H3K36me3	C004-rep1_S4_4f10K	chr14	-0.264482456299964
H3K36me3	C004-rep1_S4_4f10K	chr15	0.00830755423742286
H3K36me3	C004-rep1_S4_4f10K	chr16	-0.0890276163927347
H3K36me3	C004-rep1_S4_4f10K	chr17	0.202422392298195
H3K36me3	C004-rep1_S4_4f10K	chr18	-0.302508559616234
H3K36me3	C004-rep1_S4_4f10K	chr20	0.0600805892333973
H3K36me3	C004-rep1_S4_4f10K	chr19	0.292189282730345
H3K36me3	C004-rep1_S4_4f10K	chrY	-0.703452076968131
H3K36me3	C004-rep1_S4_4f10K	chr22	0.231335584868038
H3K36me3	C004-rep1_S4_4f10K	chr21	-0.402281241010628
H3K36me3	C004-rep2_S2_4f10K	chr1	0.0996755665562012
H3K36me3	C004-rep2_S2_4f10K	chr2	0.165815919086785
H3K36me3	C004-rep2_S2_4f10K	chr3	0.220986210968784
H3K36me3	C004-rep2_S2_4f10K	chr4	0.14099208006259
H3K36me3	C004-rep2_S2_4f10K	chr5	0.151684180967846
H3K36me3	C004-rep2_S2_4f10K	chr6	0.189674847427029
H3K36me3	C004-rep2_S2_4f10K	chr7	0.237305405291206
H3K36me3	C004-rep2_S2_4f10K	chrX	-0.00258080234275655
H3K36me3	C004-rep2_S2_4f10K	chr8	0.194164773177544
H3K36me3	C004-rep2_S2_4f10K	chr9	0.0422690036853947
H3K36me3	C004-rep2_S2_4f10K	chr11	0.290849032630866
H3K36me3	C004-rep2_S2_4f10K	chr10	0.181703451330088
H3K36me3	C004-rep2_S2_4f10K	chr12	0.250003439440087
H3K36me3	C004-rep2_S2_4f10K	chr13	-0.0986182650427649
H3K36me3	C004-rep2_S2_4f10K	chr14	0.0195492595975625
H3K36me3	C004-rep2_S2_4f10K	chr15	-0.0942535706750233
H3K36me3	C004-rep2_S2_4f10K	chr16	0.147510580847728
H3K36me3	C004-rep2_S2_4f10K	chr17	0.171417972137422
H3K36me3	C004-rep2_S2_4f10K	chr18	0.104312354400347
H3K36me3	C004-rep2_S2_4f10K	chr20	0.235303726155983
H3K36me3	C004-rep2_S2_4f10K	chr19	0.117789135903008
H3K36me3	C004-rep2_S2_4f10K	chrY	-0.714473316959483
H3K36me3	C004-rep2_S2_4f10K	chr22	0.186984676795277
H3K36me3	C004-rep2_S2_4f10K	chr21	-0.039594890121773
H3K36me3	C004-rep2_S3_4f10K	chr1	-0.393737222270938
H3K36me3	C004-rep2_S3_4f10K	chr2	-0.468686809546603
H3K36me3	C004-rep2_S3_4f10K	chr3	-0.438610879447175
H3K36me3	C004-rep2_S3_4f10K	chr4	-0.524483916533347
H3K36me3	C004-rep2_S3_4f10K	chr5	-0.487933036377956
H3K36me3	C004-rep2_S3_4f10K	chr6	-0.444632746731607
H3K36me3	C004-rep2_S3_4f10K	chr7	-0.472588912182836
H3K36me3	C004-rep2_S3_4f10K	chrX	-0.455128418321278
H3K36me3	C004-rep2_S3_4f10K	chr8	-0.472375189422876
H3K36me3	C004-rep2_S3_4f10K	chr9	-0.478320945242763
H3K36me3	C004-rep2_S3_4f10K	chr11	-0.505973106169866
H3K36me3	C004-rep2_S3_4f10K	chr10	-0.474515975358725
H3K36me3	C004-rep2_S3_4f10K	chr12	-0.430862447490257
H3K36me3	C004-rep2_S3_4f10K	chr13	-0.672757051991846
H3K36me3	C004-rep2_S3_4f10K	chr14	-0.555540120111332
H3K36me3	C004-rep2_S3_4f10K	chr15	-0.313659348797984
H3K36me3	C004-rep2_S3_4f10K	chr16	-0.503813986606045
H3K36me3	C004-rep2_S3_4f10K	chr17	-0.353280899886635
H3K36me3	C004-rep2_S3_4f10K	chr18	-0.552872934749954
H3K36me3	C004-rep2_S3_4f10K	chr20	-0.480661399201517
H3K36me3	C004-rep2_S3_4f10K	chr19	-0.260238502622214
H3K36me3	C004-rep2_S3_4f10K	chrY	-0.719827814157924
H3K36me3	C004-rep2_S3_4f10K	chr22	-0.107688169609534
H3K36me3	C004-rep2_S3_4f10K	chr21	-0.590324585386824
H3K36me3	C004-rep2_S4_4f10K	chr1	0.392955049898351
H3K36me3	C004-rep2_S4_4f10K	chr2	0.45511425698987
H3K36me3	C004-rep2_S4_4f10K	chr3	0.483002076452529
H3K36me3	C004-rep2_S4_4f10K	chr4	0.364881560439398
